customer_id,cust_id,customer_name,segment,region,status,created_at,channel,risk_score,revenue_tier,contact_email,contact_phone
C0007246,CUST-007246,customer_007246,SME,CENTER,active,10/31/2022,online,0.2345,standard,customer_007246@example.test,33826924393
C0007247,CUST-007247,customer_007247,B2C,NORTH,active,3/12/2022,retail_store,0.2305,standard,customer_007247@example.test,33579939683
C0007248,CUST-007248,customer_007248,B2C,METRO,active,1/24/2023,retail_store,0.1309,standard,customer_007248@example.test,33296109175
C0007249,CUST-007249,customer_007249,B2C,WEST,active,10/30/2024,retail_store,0.6159,standard,customer_007249@example.test,33412778157
C0007250,CUST-007250,customer_007250,B2C,NORTH,active,11/16/2024,call_center,0.3625,standard,customer_007250@example.test,33027902329
C0007251,CUST-007251,customer_007251,B2C,EAST,active,5/24/2023,online,0.0026,standard,customer_007251@example.test,33189078771
C0007252,CUST-007252,customer_007252,B2C,EAST,active,5/24/2024,partner,0.5788,standard,customer_007252@example.test,33455059550
C0007253,CUST-007253,customer_007253,B2C,EAST,active,11/12/2025,call_center,0.2039,standard,customer_007253@example.test,33979368728
C0007254,CUST-007254,customer_007254,B2C,METRO,active,7/27/2024,call_center,0.1886,standard,customer_007254@example.test,33307189405
C0007255,CUST-007255,customer_007255,B2C,EAST,active,9/13/2024,partner,0.5374,standard,customer_007255@example.test,33151335946
C0007256,CUST-007256,customer_007256,B2C,SOUTH,active,10/22/2022,partner,0.0213,standard,customer_007256@example.test,33287874732
C0007257,CUST-007257,customer_007257,B2C,EAST,active,10/4/2024,online,0.4078,standard,customer_007257@example.test,33915112463
C0007258,CUST-007258,customer_007258,B2C,EAST,active,10/5/2024,online,0.1982,standard,customer_007258@example.test,
C0007259,CUST-007259,customer_007259,B2C,CENTER,active,5/28/2025,online,0.3636,standard,customer_007259@example.test,33448117917
C0007260,CUST-007260,customer_007260,B2C,SOUTH,active,9/20/2024,call_center,0.3032,standard,customer_007260@example.test,33602450389
C0007261,CUST-007261,customer_007261,B2C,NORTH,active,11/15/2024,online,0.5921,standard,customer_007261@example.test,33357051891
C0007262,CUST-007262,customer_007262,B2C,CENTER,active,8/29/2022,retail_store,0.6146,standard,customer_007262@example.test,33290705810
C0007263,CUST-007263,customer_007263,B2C,EAST,active,1/27/2025,call_center,0.3386,standard,customer_007263@example.test,33332023786
C0007264,CUST-007264,customer_007264,B2C,SOUTH,active,7/12/2025,online,0.3209,standard,customer_007264@example.test,
C0007265,CUST-007265,customer_007265,B2C,WEST,active,12/11/2022,call_center,1,standard,customer_007265@example.test,33744107509
C0007266,CUST-007266,customer_007266,SME,NORTH,active,11/11/2024,partner,0.7067,standard,customer_007266@example.test,33277620090
C0007267,CUST-007267,customer_007267,B2C,WEST,active,4/21/2022,retail_store,0.18,standard,customer_007267@example.test,33449187627
C0007268,CUST-007268,customer_007268,B2C,WEST,active,7/30/2025,retail_store,0.3778,standard,customer_007268@example.test,33844637668
C0007269,CUST-007269,customer_007269,SME,WEST,suspended,6/14/2022,retail_store,0.6446,standard,customer_007269@example.test,33775204747
C0007270,CUST-007270,customer_007270,B2C,SOUTH,active,10/23/2025,call_center,0.6232,standard,customer_007270@example.test,33769647683
C0007271,CUST-007271,customer_007271,SME,EAST,active,9/23/2023,online,0.5099,high,customer_007271@example.test,33358938990
C0007272,CUST-007272,customer_007272,B2C,METRO,active,5/4/2022,call_center,0.2907,standard,customer_007272@example.test,33789420760
C0007273,CUST-007273,customer_007273,B2C,METRO,active,10/23/2022,partner,0.0388,standard,customer_007273@example.test,33536318242
C0007274,CUST-007274,customer_007274,B2C,CENTER,active,1/16/2024,call_center,0.3909,standard,customer_007274@example.test,33114339725
C0007275,CUST-007275,customer_007275,B2C,NORTH,active,3/8/2024,partner,0.056,standard,customer_007275@example.test,33827340095
C0007276,CUST-007276,customer_007276,SME,NORTH,active,3/24/2023,online,0,standard,customer_007276@example.test,33813805465
C0007277,CUST-007277,customer_007277,B2C,CENTER,active,10/25/2023,partner,0.2678,standard,customer_007277@example.test,33964950185
C0007278,CUST-007278,customer_007278,B2C,CENTER,active,9/9/2024,retail_store,0.1721,standard,customer_007278@example.test,33637975873
C0007279,CUST-007279,customer_007279,B2C,CENTER,active,6/1/2025,partner,0.3667,standard,customer_007279@example.test,33836275434
C0007280,CUST-007280,customer_007280,B2C,WEST,active,7/3/2024,partner,0.2992,standard,customer_007280@example.test,33958833726
C0007281,CUST-007281,customer_007281,B2C,WEST,active,8/23/2024,online,0.4724,standard,customer_007281@example.test,33370731506
C0007282,CUST-007282,customer_007282,ENTERPRISE,SOUTH,active,4/18/2025,online,0,standard,customer_007282@example.test,33277781173
C0007283,CUST-007283,customer_007283,B2C,METRO,suspended,3/25/2023,retail_store,0,standard,,33046199050
C0007284,CUST-007284,customer_007284,B2C,METRO,active,10/1/2023,retail_store,0.1615,standard,customer_007284@example.test,33742152299
C0007285,CUST-007285,customer_007285,B2C,WEST,active,11/14/2024,online,0.4011,standard,customer_007285@example.test,33135482363
C0007286,CUST-007286,customer_007286,B2C,CENTER,active,10/23/2022,call_center,0.4407,standard,customer_007286@example.test,33394277563
C0007287,CUST-007287,customer_007287,ENTERPRISE,EAST,active,12/3/2024,retail_store,0.3177,high,customer_007287@example.test,33514682988
C0007288,CUST-007288,customer_007288,SME,CENTER,active,5/22/2023,retail_store,0.5135,standard,customer_007288@example.test,33125779119
C0007289,CUST-007289,customer_007289,SME,WEST,active,1/5/2025,partner,0.5673,high,customer_007289@example.test,33597706508
C0007290,CUST-007290,customer_007290,B2C,CENTER,churned,11/1/2025,call_center,0.1172,standard,customer_007290@example.test,33145273182
C0007291,CUST-007291,customer_007291,B2C,CENTER,suspended,7/28/2025,call_center,0.2444,standard,customer_007291@example.test,33644681626
C0007292,CUST-007292,customer_007292,B2C,NORTH,active,4/4/2024,call_center,0.483,standard,customer_007292@example.test,33852531240
C0007293,CUST-007293,customer_007293,SME,WEST,active,8/3/2023,partner,0.4267,high,customer_007293@example.test,33893775988
C0007294,CUST-007294,customer_007294,B2C,SOUTH,active,6/10/2025,retail_store,0.4491,standard,customer_007294@example.test,33756973163
C0007295,CUST-007295,customer_007295,B2C,NORTH,active,12/22/2022,partner,0,standard,,33467955631
C0007296,CUST-007296,customer_007296,B2C,CENTER,active,10/3/2022,retail_store,0.3378,standard,customer_007296@example.test,33420724064
C0007297,CUST-007297,customer_007297,SME,WEST,churned,8/21/2024,partner,0.3657,high,customer_007297@example.test,33125181199
C0007298,CUST-007298,customer_007298,SME,WEST,active,1/12/2025,online,0.4591,standard,customer_007298@example.test,33431387216
C0007299,CUST-007299,customer_007299,B2C,METRO,active,1/4/2022,retail_store,0.314,standard,customer_007299@example.test,33938394423
C0007300,CUST-007300,customer_007300,ENTERPRISE,CENTER,active,8/22/2024,online,0.2773,standard,customer_007300@example.test,33547096760
C0007301,CUST-007301,customer_007301,B2C,WEST,active,7/30/2022,online,0.6406,standard,customer_007301@example.test,33799649124
C0007302,CUST-007302,customer_007302,ENTERPRISE,CENTER,active,2/20/2025,retail_store,0,standard,customer_007302@example.test,33879563293
C0007303,CUST-007303,customer_007303,B2C,CENTER,active,5/17/2022,retail_store,0.4466,standard,customer_007303@example.test,33224299811
C0007304,CUST-007304,customer_007304,B2C,EAST,active,10/8/2025,call_center,0.3964,standard,customer_007304@example.test,33062042517
C0007305,CUST-007305,customer_007305,B2C,METRO,active,5/11/2023,partner,0.0599,standard,customer_007305@example.test,33452678895
C0007306,CUST-007306,customer_007306,B2C,CENTER,active,9/17/2023,retail_store,0.3142,standard,customer_007306@example.test,
C0007307,CUST-007307,customer_007307,B2C,EAST,active,7/5/2023,retail_store,0.6526,standard,customer_007307@example.test,33799828868
C0007308,CUST-007308,customer_007308,SME,EAST,active,8/21/2024,call_center,0.2344,high,customer_007308@example.test,33980148137
C0007309,CUST-007309,customer_007309,B2C,SOUTH,active,3/22/2022,partner,0.4446,standard,customer_007309@example.test,33703139816
C0007310,CUST-007310,customer_007310,B2C,EAST,active,12/17/2023,online,0.4649,standard,customer_007310@example.test,33044874186
C0007311,CUST-007311,customer_007311,SME,NORTH,active,2/27/2023,call_center,0.2637,standard,customer_007311@example.test,
C0007312,CUST-007312,customer_007312,B2C,WEST,active,11/30/2024,partner,0.3209,standard,customer_007312@example.test,33234892335
C0007313,CUST-007313,customer_007313,SME,WEST,active,8/10/2023,call_center,0.4086,standard,customer_007313@example.test,33589667666
C0007314,CUST-007314,customer_007314,B2C,WEST,active,10/13/2022,partner,0.52,standard,customer_007314@example.test,33293372406
C0007315,CUST-007315,customer_007315,B2C,EAST,active,10/3/2024,retail_store,0,standard,customer_007315@example.test,33229954280
C0007316,CUST-007316,customer_007316,B2C,SOUTH,active,10/20/2024,call_center,0.506,standard,customer_007316@example.test,33509223063
C0007317,CUST-007317,customer_007317,B2C,NORTH,active,11/14/2025,call_center,0.6197,standard,customer_007317@example.test,33920043573
C0007318,CUST-007318,customer_007318,B2C,SOUTH,active,8/12/2025,retail_store,0.0573,standard,customer_007318@example.test,33228628858
C0007319,CUST-007319,customer_007319,B2C,METRO,active,11/13/2024,call_center,0.4732,standard,customer_007319@example.test,33664146741
C0007320,CUST-007320,customer_007320,B2C,METRO,active,3/2/2024,partner,0.4263,standard,customer_007320@example.test,33534414399
C0007321,CUST-007321,customer_007321,SME,CENTER,active,10/14/2023,partner,0.0934,high,customer_007321@example.test,33714179073
C0007322,CUST-007322,customer_007322,B2C,WEST,active,2/10/2023,partner,0.4494,standard,customer_007322@example.test,33406102982
C0007323,CUST-007323,customer_007323,B2C,WEST,active,6/4/2024,call_center,0.8353,standard,customer_007323@example.test,33479397063
C0007324,CUST-007324,customer_007324,B2C,WEST,active,8/26/2025,call_center,0.3173,standard,customer_007324@example.test,33415365904
C0007325,CUST-007325,customer_007325,B2C,CENTER,active,1/20/2024,call_center,0.5472,standard,customer_007325@example.test,33897149777
C0007326,CUST-007326,customer_007326,B2C,CENTER,active,5/6/2023,online,0.6486,standard,customer_007326@example.test,33109107562
C0007327,CUST-007327,customer_007327,B2C,NORTH,active,4/30/2025,partner,0.3662,standard,customer_007327@example.test,33279346564
C0007328,CUST-007328,customer_007328,SME,NORTH,active,2/8/2023,retail_store,0.3535,high,customer_007328@example.test,33578541388
C0007329,CUST-007329,customer_007329,B2C,EAST,active,8/2/2025,retail_store,0.6308,standard,customer_007329@example.test,33912104940
C0007330,CUST-007330,customer_007330,B2C,EAST,active,6/28/2025,online,0.3374,standard,customer_007330@example.test,33625612097
C0007331,CUST-007331,customer_007331,B2C,METRO,active,7/22/2024,call_center,0.8303,standard,customer_007331@example.test,33575616732
C0007332,CUST-007332,customer_007332,B2C,METRO,churned,9/28/2023,call_center,0.4355,standard,customer_007332@example.test,33130233295
C0007333,CUST-007333,customer_007333,B2C,SOUTH,active,2/16/2025,online,0.2679,standard,customer_007333@example.test,33925099171
C0007334,CUST-007334,customer_007334,B2C,EAST,active,5/16/2023,call_center,0.2722,standard,customer_007334@example.test,33725731009
C0007335,CUST-007335,customer_007335,B2C,SOUTH,churned,6/5/2025,online,0.6085,standard,customer_007335@example.test,33567362617
C0007336,CUST-007336,customer_007336,B2C,NORTH,active,8/22/2022,partner,0.3261,standard,customer_007336@example.test,33406413367
C0007337,CUST-007337,customer_007337,B2C,SOUTH,active,11/16/2025,call_center,0.4658,standard,customer_007337@example.test,
C0007338,CUST-007338,customer_007338,SME,SOUTH,active,4/9/2023,online,0.8718,standard,customer_007338@example.test,
C0007339,CUST-007339,customer_007339,B2C,EAST,active,2/18/2025,online,0.6374,standard,customer_007339@example.test,33660657088
C0007340,CUST-007340,customer_007340,B2C,SOUTH,active,2/12/2024,online,0.3954,standard,customer_007340@example.test,33902802401
C0007341,CUST-007341,customer_007341,B2C,CENTER,active,5/1/2025,call_center,0.5824,standard,customer_007341@example.test,33506378952
C0007342,CUST-007342,customer_007342,B2C,WEST,active,10/11/2024,retail_store,0.2637,standard,customer_007342@example.test,33065436247
C0007343,CUST-007343,customer_007343,SME,NORTH,active,9/3/2022,online,0.3785,high,customer_007343@example.test,33335519768
C0007344,CUST-007344,customer_007344,SME,EAST,active,3/31/2022,retail_store,0.6414,high,customer_007344@example.test,33155354587
C0007345,CUST-007345,customer_007345,SME,EAST,active,7/17/2024,call_center,0.628,high,customer_007345@example.test,33553290896
C0007346,CUST-007346,customer_007346,B2C,NORTH,active,9/11/2022,retail_store,0.1981,standard,customer_007346@example.test,33160554574
C0007347,CUST-007347,customer_007347,SME,METRO,churned,7/17/2024,partner,0.056,standard,customer_007347@example.test,33349209782
C0007348,CUST-007348,customer_007348,B2C,EAST,active,8/14/2023,retail_store,0.3339,standard,customer_007348@example.test,33022809641
C0007349,CUST-007349,customer_007349,ENTERPRISE,WEST,active,2/21/2023,partner,0.5818,high,customer_007349@example.test,33893070900
C0007350,CUST-007350,customer_007350,B2C,CENTER,active,6/30/2023,online,0.3006,standard,customer_007350@example.test,33804895783
C0007351,CUST-007351,customer_007351,B2C,CENTER,active,9/28/2025,retail_store,0.3609,standard,customer_007351@example.test,33265822806
C0007352,CUST-007352,customer_007352,SME,SOUTH,active,1/28/2023,retail_store,0.3694,standard,customer_007352@example.test,33221494069
C0007353,CUST-007353,customer_007353,SME,SOUTH,active,1/19/2022,online,0.2521,standard,customer_007353@example.test,33203214355
C0007354,CUST-007354,customer_007354,B2C,CENTER,active,5/9/2022,partner,0.1254,standard,customer_007354@example.test,33726325032
C0007355,CUST-007355,customer_007355,B2C,WEST,active,3/12/2022,call_center,0.4692,standard,customer_007355@example.test,33979398280
C0007356,CUST-007356,customer_007356,B2C,WEST,active,6/26/2024,partner,0.154,standard,customer_007356@example.test,33965581742
C0007357,CUST-007357,customer_007357,ENTERPRISE,EAST,active,1/20/2024,partner,0.354,standard,customer_007357@example.test,33832624991
C0007358,CUST-007358,customer_007358,B2C,NORTH,active,1/29/2023,partner,0.5381,standard,customer_007358@example.test,33364764390
C0007359,CUST-007359,customer_007359,B2C,METRO,active,2/27/2025,retail_store,0.4051,standard,customer_007359@example.test,
C0007360,CUST-007360,customer_007360,ENTERPRISE,NORTH,active,3/14/2024,online,0.4925,high,customer_007360@example.test,33951697816
C0007361,CUST-007361,customer_007361,B2C,SOUTH,active,1/21/2025,online,0.2394,standard,customer_007361@example.test,33315687423
C0007362,CUST-007362,customer_007362,B2C,NORTH,active,1/23/2023,online,0.3795,standard,customer_007362@example.test,33445694258
C0007363,CUST-007363,customer_007363,B2C,WEST,active,8/15/2024,online,0.3599,standard,customer_007363@example.test,33714217181
C0007364,CUST-007364,customer_007364,B2C,METRO,active,8/2/2023,online,0.3373,standard,customer_007364@example.test,33818478621
C0007365,CUST-007365,customer_007365,B2C,EAST,suspended,4/20/2024,retail_store,0.2143,standard,customer_007365@example.test,33658896621
C0007366,CUST-007366,customer_007366,SME,NORTH,active,11/26/2022,partner,0.498,high,customer_007366@example.test,33996376024
C0007367,CUST-007367,customer_007367,B2C,METRO,active,10/30/2022,online,0.4847,standard,customer_007367@example.test,33430491560
C0007368,CUST-007368,customer_007368,B2C,WEST,active,3/1/2022,call_center,0.2015,standard,customer_007368@example.test,33104524278
C0007369,CUST-007369,customer_007369,B2C,SOUTH,active,1/30/2024,call_center,0.4338,standard,customer_007369@example.test,33499729277
C0007370,CUST-007370,customer_007370,B2C,EAST,active,10/9/2022,online,0.1916,standard,customer_007370@example.test,33949557232
C0007371,CUST-007371,customer_007371,B2C,NORTH,active,8/12/2024,call_center,0.3998,standard,customer_007371@example.test,33494209625
C0007372,CUST-007372,customer_007372,SME,METRO,active,11/13/2023,retail_store,0.531,high,customer_007372@example.test,33159866674
C0007373,CUST-007373,customer_007373,B2C,WEST,suspended,9/11/2025,partner,0.4221,standard,customer_007373@example.test,33862584202
C0007374,CUST-007374,customer_007374,B2C,EAST,active,10/8/2022,retail_store,0.2108,standard,customer_007374@example.test,33917244014
C0007375,CUST-007375,customer_007375,B2C,METRO,active,10/7/2022,retail_store,0.2846,standard,customer_007375@example.test,33045981815
C0007376,CUST-007376,customer_007376,B2C,METRO,churned,9/6/2025,online,0,standard,customer_007376@example.test,33618572487
C0007377,CUST-007377,customer_007377,B2C,EAST,active,10/4/2025,call_center,0.5987,standard,customer_007377@example.test,33016315991
C0007378,CUST-007378,customer_007378,B2C,NORTH,active,3/28/2023,online,0.7937,standard,customer_007378@example.test,33528977789
C0007379,CUST-007379,customer_007379,B2C,NORTH,active,8/23/2023,partner,0.6595,standard,customer_007379@example.test,33034142479
C0007380,CUST-007380,customer_007380,B2C,SOUTH,active,12/31/2023,partner,0.5677,standard,customer_007380@example.test,33677559495
C0007381,CUST-007381,customer_007381,B2C,CENTER,active,7/17/2022,call_center,0.3677,standard,customer_007381@example.test,33535702267
C0007382,CUST-007382,customer_007382,SME,EAST,active,1/24/2023,call_center,0.4468,high,customer_007382@example.test,33674716956
C0007383,CUST-007383,customer_007383,B2C,WEST,active,10/10/2024,partner,0.3371,standard,customer_007383@example.test,33742156739
C0007384,CUST-007384,customer_007384,B2C,WEST,suspended,2/23/2023,online,0.3461,standard,customer_007384@example.test,33746292640
C0007385,CUST-007385,customer_007385,B2C,SOUTH,active,11/2/2022,online,0.3524,standard,customer_007385@example.test,33188222261
C0007386,CUST-007386,customer_007386,B2C,WEST,active,2/24/2022,call_center,0.1259,standard,customer_007386@example.test,33952254170
C0007387,CUST-007387,customer_007387,B2C,METRO,active,2/1/2022,call_center,0.3887,standard,customer_007387@example.test,33523195319
C0007388,CUST-007388,customer_007388,B2C,NORTH,active,5/9/2024,call_center,0.4666,standard,customer_007388@example.test,33658171977
C0007389,CUST-007389,customer_007389,B2C,METRO,active,6/17/2023,retail_store,0.9576,standard,customer_007389@example.test,33195695806
C0007390,CUST-007390,customer_007390,B2C,EAST,churned,2/21/2024,online,0.0369,standard,customer_007390@example.test,33416672017
C0007391,CUST-007391,customer_007391,B2C,WEST,active,8/29/2022,partner,0.776,standard,customer_007391@example.test,33285630713
C0007392,CUST-007392,customer_007392,B2C,EAST,active,4/28/2022,online,0.7851,standard,customer_007392@example.test,33416677205
C0007393,CUST-007393,customer_007393,B2C,CENTER,active,3/8/2022,partner,0.2056,standard,customer_007393@example.test,33611765463
C0007394,CUST-007394,customer_007394,B2C,CENTER,suspended,2/16/2025,call_center,0.475,standard,customer_007394@example.test,33011548908
C0007395,CUST-007395,customer_007395,B2C,NORTH,active,11/19/2023,partner,0,standard,customer_007395@example.test,33428046586
C0007396,CUST-007396,customer_007396,B2C,NORTH,churned,5/8/2022,call_center,0.1561,standard,customer_007396@example.test,33246288625
C0007397,CUST-007397,customer_007397,B2C,EAST,active,9/29/2023,online,0.5239,standard,customer_007397@example.test,33601374287
C0007398,CUST-007398,customer_007398,ENTERPRISE,CENTER,active,7/14/2024,online,0.0454,standard,customer_007398@example.test,33969140843
C0007399,CUST-007399,customer_007399,ENTERPRISE,EAST,active,3/22/2023,retail_store,0.1092,standard,customer_007399@example.test,33741731274
C0007400,CUST-007400,customer_007400,SME,METRO,active,3/28/2022,online,0.1232,standard,customer_007400@example.test,33097310114
C0007401,CUST-007401,customer_007401,B2C,SOUTH,active,4/9/2025,online,0.4196,standard,customer_007401@example.test,33353412074
C0007402,CUST-007402,customer_007402,B2C,METRO,churned,11/26/2022,partner,0.3859,standard,customer_007402@example.test,
C0007403,CUST-007403,customer_007403,B2C,SOUTH,active,8/20/2024,call_center,0.3696,standard,customer_007403@example.test,33404854550
C0007404,CUST-007404,customer_007404,B2C,METRO,active,8/24/2024,partner,0.6294,standard,customer_007404@example.test,33014621445
C0007405,CUST-007405,customer_007405,B2C,CENTER,churned,7/12/2025,online,0.3466,standard,customer_007405@example.test,33286795006
C0007406,CUST-007406,customer_007406,B2C,SOUTH,active,4/18/2023,online,0.3646,standard,customer_007406@example.test,33831996432
C0007407,CUST-007407,customer_007407,B2C,METRO,active,6/23/2022,retail_store,0.1359,standard,customer_007407@example.test,33045459208
C0007408,CUST-007408,customer_007408,B2C,EAST,active,9/13/2025,partner,0.3469,standard,customer_007408@example.test,33498598410
C0007409,CUST-007409,customer_007409,SME,WEST,active,12/6/2024,partner,0,high,customer_007409@example.test,33663206659
C0007410,CUST-007410,customer_007410,B2C,CENTER,active,1/24/2022,partner,0.2721,standard,customer_007410@example.test,33275383635
C0007411,CUST-007411,customer_007411,B2C,CENTER,active,11/29/2025,partner,0.3595,standard,customer_007411@example.test,33693610017
C0007412,CUST-007412,customer_007412,B2C,WEST,active,1/11/2022,partner,0.0244,standard,customer_007412@example.test,33757548304
C0007413,CUST-007413,customer_007413,B2C,WEST,churned,6/11/2022,call_center,0.701,standard,customer_007413@example.test,33562190934
C0007414,CUST-007414,customer_007414,B2C,WEST,active,9/21/2024,call_center,0.2538,standard,customer_007414@example.test,33428827613
C0007415,CUST-007415,customer_007415,B2C,EAST,active,4/25/2025,online,0.5888,standard,customer_007415@example.test,33060050026
C0007416,CUST-007416,customer_007416,B2C,NORTH,active,1/16/2023,call_center,0.2189,standard,customer_007416@example.test,33706509409
C0007417,CUST-007417,customer_007417,B2C,CENTER,active,10/3/2024,retail_store,0.1676,standard,customer_007417@example.test,33838303361
C0007418,CUST-007418,customer_007418,B2C,CENTER,active,6/12/2022,online,0.083,standard,customer_007418@example.test,33643162948
C0007419,CUST-007419,customer_007419,SME,METRO,active,3/31/2023,online,0.4871,standard,customer_007419@example.test,33392464933
C0007420,CUST-007420,customer_007420,SME,EAST,active,11/24/2022,call_center,0.0259,standard,customer_007420@example.test,33701407387
C0007421,CUST-007421,customer_007421,B2C,NORTH,active,6/21/2024,online,0.3737,standard,customer_007421@example.test,33479148699
C0007422,CUST-007422,customer_007422,B2C,NORTH,active,9/11/2023,partner,0.7521,standard,customer_007422@example.test,33326987966
C0007423,CUST-007423,customer_007423,B2C,EAST,active,11/5/2025,retail_store,0.2972,standard,customer_007423@example.test,33325694470
C0007424,CUST-007424,customer_007424,B2C,CENTER,active,12/29/2023,online,0.3985,standard,customer_007424@example.test,33447622381
C0007425,CUST-007425,customer_007425,B2C,WEST,active,11/29/2024,call_center,0.3222,standard,customer_007425@example.test,33858944909
C0007426,CUST-007426,customer_007426,B2C,CENTER,active,11/19/2022,call_center,0.2791,standard,customer_007426@example.test,33678263735
C0007427,CUST-007427,customer_007427,B2C,SOUTH,active,2/16/2023,retail_store,0.5516,standard,customer_007427@example.test,
C0007428,CUST-007428,customer_007428,B2C,NORTH,churned,2/25/2023,call_center,0.1967,standard,customer_007428@example.test,33174444912
C0007429,CUST-007429,customer_007429,B2C,NORTH,active,4/10/2022,partner,0.3038,standard,customer_007429@example.test,33717861563
C0007430,CUST-007430,customer_007430,SME,EAST,active,10/16/2023,call_center,0.0851,high,customer_007430@example.test,33604378221
C0007431,CUST-007431,customer_007431,B2C,METRO,active,11/27/2022,online,0.2905,standard,customer_007431@example.test,33067592566
C0007432,CUST-007432,customer_007432,B2C,CENTER,active,5/17/2025,online,0.3111,standard,customer_007432@example.test,33477941696
C0007433,CUST-007433,customer_007433,ENTERPRISE,WEST,active,9/4/2022,partner,0.1976,standard,customer_007433@example.test,33767976814
C0007434,CUST-007434,customer_007434,B2C,METRO,active,6/2/2024,retail_store,0.421,standard,customer_007434@example.test,33341892091
C0007435,CUST-007435,customer_007435,B2C,CENTER,active,3/2/2024,call_center,0.0554,standard,customer_007435@example.test,33840002754
C0007436,CUST-007436,customer_007436,B2C,CENTER,suspended,3/11/2022,call_center,0.1786,standard,customer_007436@example.test,33846528651
C0007437,CUST-007437,customer_007437,B2C,NORTH,active,3/13/2025,call_center,0.0735,standard,customer_007437@example.test,33517201353
C0007438,CUST-007438,customer_007438,B2C,WEST,suspended,7/30/2022,retail_store,0.8225,standard,,
C0007439,CUST-007439,customer_007439,SME,SOUTH,active,12/27/2024,retail_store,0.2827,standard,,33599697374
C0007440,CUST-007440,customer_007440,B2C,WEST,active,4/12/2023,call_center,0.4345,standard,customer_007440@example.test,33761286351
C0007441,CUST-007441,customer_007441,B2C,EAST,active,12/30/2023,call_center,0.1973,standard,customer_007441@example.test,33296283555
C0007442,CUST-007442,customer_007442,B2C,EAST,active,4/5/2025,partner,0.4469,standard,customer_007442@example.test,33977232641
C0007443,CUST-007443,customer_007443,B2C,SOUTH,active,7/4/2023,partner,0.3697,standard,customer_007443@example.test,33253946895
C0007444,CUST-007444,customer_007444,B2C,NORTH,churned,1/24/2023,partner,0.2918,standard,customer_007444@example.test,33224288407
C0007445,CUST-007445,customer_007445,B2C,NORTH,active,6/6/2023,partner,0.2875,standard,customer_007445@example.test,33725897740
C0007446,CUST-007446,customer_007446,B2C,METRO,active,2/21/2025,call_center,0.2723,standard,customer_007446@example.test,33703118130
C0007447,CUST-007447,customer_007447,SME,CENTER,active,12/23/2023,online,0.2901,high,customer_007447@example.test,33128692876
C0007448,CUST-007448,customer_007448,B2C,NORTH,active,4/14/2023,call_center,0.747,standard,customer_007448@example.test,33550424617
C0007449,CUST-007449,customer_007449,B2C,SOUTH,active,10/21/2025,partner,0.5621,standard,customer_007449@example.test,33636672374
C0007450,CUST-007450,customer_007450,ENTERPRISE,EAST,active,1/28/2023,retail_store,0.4016,standard,customer_007450@example.test,33015989020
C0007451,CUST-007451,customer_007451,B2C,WEST,active,8/31/2023,retail_store,0.2254,standard,customer_007451@example.test,33596308957
C0007452,CUST-007452,customer_007452,B2C,SOUTH,active,1/18/2024,online,0.1838,standard,customer_007452@example.test,33207030054
C0007453,CUST-007453,customer_007453,B2C,METRO,active,5/11/2023,online,0.8019,standard,customer_007453@example.test,33326356443
C0007454,CUST-007454,customer_007454,B2C,NORTH,active,8/1/2022,call_center,0,standard,customer_007454@example.test,33418481243
C0007455,CUST-007455,customer_007455,B2C,WEST,active,1/18/2024,partner,0.1104,standard,customer_007455@example.test,33937706661
C0007456,CUST-007456,customer_007456,B2C,WEST,active,2/13/2025,partner,0.6133,standard,customer_007456@example.test,33994338545
C0007457,CUST-007457,customer_007457,B2C,METRO,active,6/6/2025,call_center,0.2359,standard,customer_007457@example.test,33149468010
C0007458,CUST-007458,customer_007458,SME,EAST,active,10/15/2024,online,0.568,standard,customer_007458@example.test,33933831834
C0007459,CUST-007459,customer_007459,B2C,CENTER,churned,4/20/2023,online,0.2875,standard,customer_007459@example.test,33585738454
C0007460,CUST-007460,customer_007460,B2C,WEST,churned,11/22/2022,call_center,0.4848,standard,customer_007460@example.test,33227417620
C0007461,CUST-007461,customer_007461,B2C,METRO,suspended,10/8/2025,call_center,0,standard,customer_007461@example.test,33224250134
C0007462,CUST-007462,customer_007462,B2C,METRO,active,11/21/2022,retail_store,0.3567,standard,customer_007462@example.test,33520413877
C0007463,CUST-007463,customer_007463,B2C,SOUTH,active,10/26/2023,online,0.3978,standard,,33497725402
C0007464,CUST-007464,customer_007464,SME,CENTER,suspended,6/17/2025,retail_store,0.3424,standard,customer_007464@example.test,
C0007465,CUST-007465,customer_007465,SME,EAST,active,10/18/2025,partner,0.0766,standard,customer_007465@example.test,33169662890
C0007466,CUST-007466,customer_007466,B2C,SOUTH,active,2/24/2022,partner,0.6475,standard,customer_007466@example.test,33627922130
C0007467,CUST-007467,customer_007467,SME,WEST,active,8/24/2024,retail_store,0.4844,standard,customer_007467@example.test,33120625528
C0007468,CUST-007468,customer_007468,B2C,CENTER,active,7/26/2024,online,0.2361,standard,customer_007468@example.test,33905544914
C0007469,CUST-007469,customer_007469,B2C,CENTER,active,7/26/2024,call_center,0.5553,standard,customer_007469@example.test,33335303349
C0007470,CUST-007470,customer_007470,SME,NORTH,active,1/17/2025,partner,0.5789,high,customer_007470@example.test,33255618021
C0007471,CUST-007471,customer_007471,SME,SOUTH,suspended,6/30/2023,call_center,0.5669,standard,customer_007471@example.test,33893831602
