subscriber_id,subscriber_key,client_id,subscriber_id_alt,msisdn,imsi,plan_id,status,activation_date,churn_date,region
S00016782,SUB-00016782,C0007185,SUBSCR-0016782,33501802455,971042023209118,P_BASIC_10,active,2024-04-11,,METRO
S00016783,SUB-00016783,C0007186,SUBSCR-0016783,33053124554,027246296674993,P_PREMIUM_120,active,2024-12-30,,SOUTH
S00016784,SUB-00016784,C0007186,SUBSCR-0016784,33846645073,224775968467963,P_BASIC_10,active,2025-08-18,,SOUTH
S00016785,SUB-00016785,C0007186,SUBSCR-0016785,33547771662,169503417722109,P_BIZ_200,active,2024-12-23,,SOUTH
S00016786,SUB-00016786,C0007187,SUBSCR-0016786,33248923078,991208075813703,P_BASIC_10,active,2023-10-17,,WEST
S00016787,SUB-00016787,C0007187,SUBSCR-0016787,33844340037,854334976054122,P_PREMIUM_120,active,2023-09-01,,WEST
S00016788,SUB-00016788,C0007188,SUBSCR-0016788,33742831595,781200380202120,P_PREMIUM_120,suspended,2024-03-14,,WEST
S00016789,SUB-00016789,C0007188,SUBSCR-0016789,33689061367,115423200787150,P_PLUS_40,active,2024-10-03,,WEST
S00016790,SUB-00016790,C0007188,SUBSCR-0016790,33218004466,241585869626815,P_PLUS_40,churned,2023-10-14,2025-04-13,WEST
S00016791,SUB-00016791,C0007189,SUBSCR-0016791,33982767902,855951173484371,P_PREMIUM_120,active,2025-10-20,,METRO
S00016792,SUB-00016792,C0007189,SUBSCR-0016792,33401869241,709582512518858,P_BASIC_10,active,2025-11-10,,METRO
S00016793,SUB-00016793,C0007189,SUBSCR-0016793,33133424992,952730274580184,P_BASIC_10,active,2025-07-08,,METRO
S00016794,SUB-00016794,C0007190,SUBSCR-0016794,33384903141,810691331096213,P_PREMIUM_120,active,2024-09-28,,SOUTH
S00016795,SUB-00016795,C0007190,SUBSCR-0016795,33158634441,299971597795558,P_BASIC_10,active,2024-07-10,,SOUTH
S00016796,SUB-00016796,C0007191,SUBSCR-0016796,33187811004,228675364138068,P_PLUS_40,active,2025-01-20,,NORTH
S00016797,SUB-00016797,C0007191,SUBSCR-0016797,33066388972,870444744601512,P_PLUS_40,active,2023-07-21,,NORTH
S00016798,SUB-00016798,C0007191,SUBSCR-0016798,33248136526,020495766527307,P_PLUS_40,churned,2024-07-22,2025-09-04,NORTH
S00016799,SUB-00016799,C0007192,SUBSCR-0016799,33118860463,912568791052432,P_PLUS_40,churned,2025-11-04,2025-12-13,NORTH
S00016800,SUB-00016800,C0007192,SUBSCR-0016800,33639625455,210205881468029,P_PLUS_40,active,2024-10-02,,NORTH
S00016801,SUB-00016801,C0007192,SUBSCR-0016801,33380309069,941245604726930,P_PREMIUM_120,active,2025-12-23,,NORTH
S00016802,SUB-00016802,C0007193,SUBSCR-0016802,33838001908,134038468040364,P_BIZ_200,suspended,2025-06-28,,SOUTH
S00016803,SUB-00016803,C9999997,SUBSCR-0016803,33199023618,364695942309032,P_BIZ_200,suspended,2025-06-24,,SOUTH
S00016804,SUB-00016804,C0007193,SUBSCR-0016804,33136868665,932892365511277,P_PREMIUM_120,suspended,2025-10-02,,SOUTH
S00016805,SUB-00016805,C0007193,SUBSCR-0016805,33547180274,549437435533993,P_PREMIUM_120,churned,2025-03-12,2025-08-23,SOUTH
S00016806,SUB-00016806,C0007193,SUBSCR-0016806,33062506738,685628569995216,P_BIZ_200,churned,2025-12-15,2025-12-28,SOUTH
S00016807,SUB-00016807,C0007193,SUBSCR-0016807,33066180594,983440362784117,P_BIZ_200,active,2025-07-29,,SOUTH
S00016808,SUB-00016808,C0007194,SUBSCR-0016808,33553881697,463755835411790,P_PLUS_40,active,2025-03-15,,SOUTH
S00016809,SUB-00016809,C0007194,SUBSCR-0016809,33973498252,318946415957489,P_PLUS_40,active,2024-12-27,,SOUTH
S00016810,SUB-00016810,C0007195,SUBSCR-0016810,33622027348,220319769079747,P_PLUS_40,active,2024-07-24,,METRO
S00016811,SUB-00016811,C0007195,SUBSCR-0016811,33315427297,319357843052146,P_PLUS_40,active,2023-05-18,,METRO
S00016812,SUB-00016812,C0007195,SUBSCR-0016812,33768914923,169089907572248,P_PREMIUM_120,active,2025-03-27,,METRO
S00016813,SUB-00016813,C0007196,SUBSCR-0016813,33560934195,560127058838652,P_PLUS_40,active,2025-02-11,,CENTER
S00016814,SUB-00016814,C0007196,SUBSCR-0016814,33898604111,779767642914162,P_BASIC_10,active,2024-11-19,,CENTER
S00016815,SUB-00016815,C0007197,SUBSCR-0016815,33191171720,303511540274199,P_BIZ_200,active,2025-05-30,,WEST
S00016816,SUB-00016816,C9999997,SUBSCR-0016816,33588777898,873059760229115,P_PLUS_40,active,2024-12-11,,CENTER
S00016817,SUB-00016817,C0007199,SUBSCR-0016817,33886842998,899942455910479,P_PLUS_40,active,2024-03-29,,NORTH
S00016818,SUB-00016818,C0007199,SUBSCR-0016818,33235072523,439114183805529,P_PLUS_40,active,2024-08-20,,NORTH
S00016819,SUB-00016819,C0007200,SUBSCR-0016819,33077827672,322364735605772,P_PLUS_40,active,2025-06-30,,EAST
S00016820,SUB-00016820,C0007200,SUBSCR-0016820,33609985308,283864617090451,P_PLUS_40,active,2024-11-26,,EAST
S00016821,SUB-00016821,C0007200,SUBSCR-0016821,33613085878,919418431499704,P_PLUS_40,active,2025-07-29,,EAST
S00016822,SUB-00016822,C0007201,SUBSCR-0016822,33871314288,759899085532537,P_PLUS_40,active,2025-11-06,,METRO
S00016823,SUB-00016823,C9999994,SUBSCR-0016823,33164085892,992430561058840,P_PLUS_40,active,2025-08-15,,METRO
S00016824,SUB-00016824,C0007201,SUBSCR-0016824,33943749814,038236071344743,P_BIZ_200,active,2025-10-04,,METRO
S00016825,SUB-00016825,C0007202,SUBSCR-0016825,33868869964,049242940471086,P_PREMIUM_120,suspended,2024-08-27,,SOUTH
S00016826,SUB-00016826,C0007203,SUBSCR-0016826,33603151213,152348681596955,P_BASIC_10,active,2024-12-18,,METRO
S00016827,SUB-00016827,C9999993,SUBSCR-0016827,33576784841,714665945607768,P_PLUS_40,active,2024-01-06,,METRO
S00016828,SUB-00016828,C0007203,SUBSCR-0016828,33386723555,736572430749106,P_BASIC_10,active,2025-12-13,,METRO
S00016829,SUB-00016829,C0007204,SUBSCR-0016829,33913765474,026159942759471,P_BIZ_200,active,2024-03-16,,EAST
S00016830,SUB-00016830,C0007204,SUBSCR-0016830,33323395777,618551280195626,P_BASIC_10,active,2025-06-22,,EAST
S00016831,SUB-00016831,C0007204,SUBSCR-0016831,33397147825,264725849821437,P_BASIC_10,active,2025-05-19,,EAST
S00016832,SUB-00016832,C0007205,SUBSCR-0016832,33804814724,724776846481021,P_PLUS_40,active,2025-03-05,,EAST
S00016833,SUB-00016833,C0007205,SUBSCR-0016833,33720286904,672797358662639,P_PREMIUM_120,active,2023-07-05,,EAST
S00016834,SUB-00016834,C0007205,SUBSCR-0016834,33994032976,591388837636035,P_PLUS_40,active,2022-10-20,,EAST
S00016835,SUB-00016835,C0007206,,33768548477,538475029576451,P_BIZ_200,active,2025-08-16,,WEST
S00016836,SUB-00016836,C0007207,SUBSCR-0016836,33283744484,673918611908571,P_BASIC_10,suspended,2025-11-04,,EAST
S00016837,SUB-00016837,C0007208,SUBSCR-0016837,33755412982,027212508779360,P_PREMIUM_120,active,2025-07-03,,SOUTH
S00016838,SUB-00016838,C0007209,SUBSCR-0016838,33289607760,982585359551424,P_BIZ_200,active,2025-06-05,,SOUTH
S00016839,SUB-00016839,C0007209,SUBSCR-0016839,33768557776,973530152595336,P_BASIC_10,active,2025-04-20,,SOUTH
S00016840,SUB-00016840,C0007210,SUBSCR-0016840,33229970377,704086931556588,P_PREMIUM_120,active,2024-08-24,,SOUTH
S00016841,SUB-00016841,C0007210,SUBSCR-0016841,33342051550,586826402177145,P_BASIC_10,churned,2025-01-25,2025-07-03,SOUTH
S00016842,SUB-00016842,C0007211,SUBSCR-0016842,33812380290,815880480496071,P_BASIC_10,churned,2023-02-21,2025-10-18,METRO
S00016843,SUB-00016843,C0007211,SUBSCR-0016843,33433189203,053788856155410,P_PLUS_40,active,2023-09-08,,METRO
S00016844,SUB-00016844, C0007212 ,SUBSCR-0016844,33840238507,880049647774155,P_BASIC_10,churned,2025-11-23,2025-12-26,WEST
S00016845,SUB-00016845,C0007212,SUBSCR-0016845,33432845719,683658139754518,P_PLUS_40,active,2025-11-12,,WEST
S00016846,SUB-00016846,C9999990,SUBSCR-0016846,33090550304,791324166883616,P_PLUS_40,active,2025-11-25,,WEST
S00016847,SUB-00016847,C0007213,SUBSCR-0016847,33307691976,937612057427023,P_BIZ_200,active,2025-11-28,,EAST
S00016848,SUB-00016848,C0007213,SUBSCR-0016848,33104168852,357897520624659,P_BIZ_200,active,2025-01-11,,EAST
S00016849,SUB-00016849,C0007213,SUBSCR-0016849,33138818137,498486248116904,P_BIZ_200,active,2025-03-02,,EAST
S00016850,SUB-00016850,C0007213,SUBSCR-0016850,33095648472,843614654698813,P_BIZ_200,active,2025-05-09,,EAST
S00016851,SUB-00016851,C0007214,SUBSCR-0016851,33314010338,841035857412730,P_BASIC_10,active,2025-10-03,,METRO
S00016852,SUB-00016852,C0007214,SUBSCR-0016852,33567789310,182459168522235,P_BASIC_10,active,2025-08-14,,METRO
S00016853,SUB-00016853,0007215,SUBSCR-0016853,33265164682,939859372922574,P_BIZ_200,active,2024-07-04,,EAST
S00016854,SUB-00016854,C0007215,SUBSCR-0016854,33766125040,273814915587291,P_BIZ_200,active,2025-06-13,,EAST
S00016855,SUB-00016855,C9999992,SUBSCR-0016855,33539342131,525154698649987,P_PLUS_40,active,2025-09-29,,METRO
S00016856,SUB-00016856,C0007216,SUBSCR-0016856,33566917070,175356280249977,P_PLUS_40,active,2024-07-08,,METRO
S00016857,SUB-00016857,C0007216,SUBSCR-0016857,33214641845,755592626890147,P_PREMIUM_120,active,2023-05-03,,METRO
S00016858,SUB-00016858,C0007217,SUBSCR-0016858,33806014152,856858413718229,P_BASIC_10,active,2025-02-24,,EAST
S00016859,SUB-00016859,C0007217,SUBSCR-0016859,33449378191,527684720921938,P_PREMIUM_120,active,2025-10-28,,EAST
S00016860,SUB-00016860,c0007217,SUBSCR-0016860,33792649122,426599267869557,P_PREMIUM_120,active,2025-08-23,,EAST
S00016861,SUB-00016861,C0007218,SUBSCR-0016861,33229418785,193621453853972,P_BIZ_200,active,2025-09-29,,EAST
S00016862,SUB-00016862,C9999997,SUBSCR-0016862,33997890997,717681147408062,P_BASIC_10,active,2025-10-23,,EAST
S00016863,SUB-00016863,C0007219,SUBSCR-0016863,33557298725,043421671158907,P_BIZ_200,active,2025-10-20,,EAST
S00016864,SUB-00016864,C0007219,SUBSCR-0016864,33784040337,947472530972723,P_PLUS_40,active,2025-12-07,,EAST
S00016865,SUB-00016865,C9999997,SUBSCR-0016865,33010393711,667024771630846,P_BIZ_200,active,2025-12-24,,EAST
S00016866,SUB-00016866,C0007219,SUBSCR-0016866,33192268321,042138573453553,P_BIZ_200,active,2025-12-17,,EAST
S00016867,SUB-00016867,C0007219,SUBSCR-0016867,33051229010,223070051466870,P_PLUS_40,active,2025-12-29,,EAST
S00016868,SUB-00016868,0007219,SUBSCR-0016868,33740961277,966711713985675,P_BIZ_200,active,2025-10-05,,EAST
S00016869,SUB-00016869,C0007220,SUBSCR-0016869,33273502226,146297110591348,P_PLUS_40,active,2025-12-29,,NORTH
S00016870,SUB-00016870,C0007220,SUBSCR-0016870,33925844281,979330910289007,P_PREMIUM_120,active,2025-09-12,,NORTH
S00016871,SUB-00016871,C0007221,SUBSCR-0016871,33801250829,162101147689682,P_PLUS_40,active,2023-01-30,,CENTER
S00016872,SUB-00016872,C0007222,SUBSCR-0016872,33513697173,242765057162662,P_PREMIUM_120,active,2025-11-18,,NORTH
S00016873,SUB-00016873,C0007222,SUBSCR-0016873,33495166372,092876182690358,P_BIZ_200,active,2025-09-25,,NORTH
S00016874,SUB-00016874,C0007223,SUBSCR-0016874,33130095217,526750197277687,P_PLUS_40,suspended,2025-01-07,,NORTH
S00016875,SUB-00016875,C0007223,SUBSCR-0016875,33565128543,522364968181019,P_BASIC_10,active,2025-08-03,,NORTH
S00016876,SUB-00016876,C0007224,SUBSCR-0016876,33429010585,494762499725462,P_PLUS_40,active,2025-12-05,,CENTER
S00016877,SUB-00016877,C0007224,SUBSCR-0016877,33847915870,773479598976265,P_PLUS_40,suspended,2025-11-23,,CENTER
S00016878,SUB-00016878,C0007224,SUBSCR-0016878,33143277638,393779514185159,P_BIZ_200,active,2025-10-30,,CENTER
S00016879,SUB-00016879,C0007224,SUBSCR-0016879,33427500451,542707154689366,P_BASIC_10,active,2025-10-07,,CENTER
S00016880,SUB-00016880,C0007225,SUBSCR-0016880,33912777550,318096373879751,P_PLUS_40,active,2025-12-29,,CENTER
S00016881,SUB-00016881,C0007225,SUBSCR-0016881,33955133615,723465062678334,P_PLUS_40,active,2024-10-29,,CENTER
S00016882,SUB-00016882,C0007225,SUBSCR-0016882,33646272909,052623564319963,P_BASIC_10,active,2024-11-24,,CENTER
S00016883,SUB-00016883,C0007226,SUBSCR-0016883,33655872453,999668172747253,P_PREMIUM_120,active,2024-08-30,,NORTH
S00016884,SUB-00016884,C0007226,SUBSCR-0016884,33508653871,793013893905703,P_BIZ_200,active,2025-11-10,,NORTH
S00016885,SUB-00016885,C0007227,SUBSCR-0016885,33918399177,426518800907829,P_BIZ_200,active,2025-04-11,,METRO
S00016886,SUB-00016886,C0007227,SUBSCR-0016886,33671882424,371610121885606,P_BIZ_200,active,2025-01-16,,METRO
S00016887,SUB-00016887,C0007227,SUBSCR-0016887,33009529655,466295477488992,P_BIZ_200,active,2025-11-09,,METRO
S00016888,SUB-00016888,C0007227,SUBSCR-0016888,33905204131,613578512973760,P_BIZ_200,churned,2025-07-31,2025-08-06,METRO
S00016889,SUB-00016889,C0007228,SUBSCR-0016889,33653184115,354810631862065,P_BIZ_200,suspended,2025-04-03,,SOUTH
S00016890,SUB-00016890,C0007228,SUBSCR-0016890,33359003166,019246424199129,P_BIZ_200,active,2025-06-07,,SOUTH
S00016891,SUB-00016891,C0007228,SUBSCR-0016891,33507157321,016544650269248,P_PREMIUM_120,active,2025-11-02,,SOUTH
S00016892,SUB-00016892,0007228,SUBSCR-0016892,33617330816,749574027654229,P_PREMIUM_120,active,2025-07-06,,SOUTH
S00016893,SUB-00016893,C0007228,SUBSCR-0016893,33084045401,521452389278399,P_PREMIUM_120,active,2025-07-21,,SOUTH
S00016894,SUB-00016894,C0007229,SUBSCR-0016894,33462842101,117919877556474,P_PLUS_40,active,2025-11-05,,NORTH
S00016895,SUB-00016895,C0007229,SUBSCR-0016895,33289695294,046627575951545,P_PLUS_40,active,2025-09-21,,NORTH
S00016896,SUB-00016896,C0007229,SUBSCR-0016896,33398718720,783850305287464,P_PREMIUM_120,active,2025-12-02,,NORTH
S00016897,SUB-00016897,C0007230,SUBSCR-0016897,33083012498,550573997587972,P_PLUS_40,active,2023-08-22,,EAST
S00016898,SUB-00016898,C0007231,SUBSCR-0016898,33397733682,,P_BASIC_10,suspended,2025-09-21,,SOUTH
S00016899,SUB-00016899,C0007231,SUBSCR-0016899,33455961252,389780613282549,P_PLUS_40,active,2025-05-04,,SOUTH
S00016900,SUB-00016900,C9999992,SUBSCR-0016900,33867516858,,P_PLUS_40,active,2025-10-26,,WEST
S00016901,SUB-00016901,C0007233,SUBSCR-0016901,33000218428,855618747519288,P_PREMIUM_120,active,2024-10-28,,SOUTH
S00016902,SUB-00016902,C0007233,SUBSCR-0016902,33810985239,438896152121585,P_PLUS_40,active,2024-01-18,,SOUTH
S00016903,SUB-00016903,C0007234,SUBSCR-0016903,33976089843,279831462257529,P_PREMIUM_120,active,2024-11-28,,CENTER
S00016904,SUB-00016904, C0007234 ,SUBSCR-0016904,33436828369,677828158145558,P_PLUS_40,active,2025-08-10,,CENTER
S00016905,SUB-00016905,C0007234,SUBSCR-0016905,33224578697,943338276015112,P_BASIC_10,active,2024-08-01,,CENTER
S00016906,SUB-00016906,C9999993,SUBSCR-0016906,33208029286,910073860201910,P_PLUS_40,active,2024-05-30,,EAST
S00016907,SUB-00016907,C0007235,SUBSCR-0016907,33093665656,793105877426206,P_PLUS_40,active,2024-11-23,,EAST
S00016908,SUB-00016908,C0007236,SUBSCR-0016908,33777468560,674680686807291,P_PLUS_40,active,2025-01-21,,METRO
S00016909,SUB-00016909,C0007236,SUBSCR-0016909,33470525303,651602637045112,P_BIZ_200,active,2025-08-11,,METRO
S00016910,SUB-00016910,C0007237,SUBSCR-0016910,33784109960,528981809604249,P_BASIC_10,active,2025-06-30,,METRO
S00016911,SUB-00016911,C0007237,SUBSCR-0016911,33767770617,444507075430670,P_PLUS_40,active,2025-12-29,,METRO
S00016912,SUB-00016912,C0007237,SUBSCR-0016912,33963162043,559898425356952,P_BIZ_200,churned,2025-12-07,2025-12-09,METRO
S00016913,SUB-00016913,C0007238,SUBSCR-0016913,33201899087,927537933675085,P_BASIC_10,active,2024-11-28,,WEST
S00016914,SUB-00016914,C0007238,SUBSCR-0016914,33978933576,452488182101428,P_PLUS_40,active,2024-03-31,,WEST
S00016915,SUB-00016915,C0007238,SUBSCR-0016915,33483133714,187477295511085,P_PREMIUM_120,active,2024-06-15,,WEST
S00016916,SUB-00016916,C0007239,SUBSCR-0016916,33157329379,797756269606223,P_BIZ_200,active,2025-08-22,,METRO
S00016917,SUB-00016917,C0007239,SUBSCR-0016917,33365371042,650139762131264,P_BIZ_200,active,2023-01-17,,METRO
S00016918,SUB-00016918,C0007239,SUBSCR-0016918,33368011147,317394118374200,P_BIZ_200,suspended,2025-09-27,,METRO
S00016919,SUB-00016919,C0007239,SUBSCR-0016919,33672165370,239159691050590,P_PREMIUM_120,active,2024-11-12,,METRO
S00016920,SUB-00016920,C0007239,SUBSCR-0016920,33555077528,853573010627480,P_BIZ_200,active,2024-08-07,,METRO
S00016921,SUB-00016921,C0007239,SUBSCR-0016921,33645707748,666112558774258,P_PREMIUM_120,active,2023-09-25,,METRO
S00016922,SUB-00016922,C0007240,SUBSCR-0016922,33371931692,908589328662971,P_PREMIUM_120,active,2024-07-03,,CENTER
S00016923,SUB-00016923,C9999995,SUBSCR-0016923,33925418780,254648185313947,P_PLUS_40,suspended,2024-08-11,,EAST
S00016924,SUB-00016924,C0007241,SUBSCR-0016924,33948020890,969292283533108,P_BIZ_200,active,2024-07-07,,EAST
S00016925,SUB-00016925,C0007241,SUBSCR-0016925,33452432799,885451565812572,P_PREMIUM_120,active,2024-08-22,,EAST
S00016926,SUB-00016926,C0007242,SUBSCR-0016926,33534658001,990379489009619,P_PREMIUM_120,active,2023-09-24,,EAST
S00016927,SUB-00016927,C0007242,SUBSCR-0016927,33125302850,315956468554974,P_BASIC_10,active,2025-05-31,,EAST
S00016928,SUB-00016928,C9999992,SUBSCR-0016928,33244981828,699644854802824,P_PLUS_40,suspended,2024-01-22,,EAST
S00016929,SUB-00016929,C0007243,SUBSCR-0016929,33746114494,015770676275009,P_BASIC_10,active,2024-10-01,,EAST
S00016930,SUB-00016930, C0007244 ,SUBSCR-0016930,33427678220,546838588056911,P_PREMIUM_120,active,2025-08-21,,WEST
S00016931,SUB-00016931,C9999993,SUBSCR-0016931,33875992054,397039007687970,P_PREMIUM_120,active,2025-06-06,,WEST
S00016932,SUB-00016932,C0007244,SUBSCR-0016932,33189474581,612471829067715,P_PLUS_40,active,2022-11-23,,WEST
S00016933,SUB-00016933,C0007244,SUBSCR-0016933,33823286990,674621800546491,P_PREMIUM_120,active,2024-12-30,,WEST
S00016934,SUB-00016934,C0007245,SUBSCR-0016934,33316172991,990000763015047,P_BIZ_200,active,2025-12-12,,CENTER
S00016935,SUB-00016935,C0007245,SUBSCR-0016935,33345687389,639013840559862,P_BIZ_200,active,2025-08-23,,CENTER
S00016936,SUB-00016936,C0007246,SUBSCR-0016936,33038559809,073080297480838,P_PLUS_40,suspended,2024-12-29,,CENTER
S00016937,SUB-00016937,C0007246,SUBSCR-0016937,33616221869,917787300891438,P_BIZ_200,active,2023-05-10,,CENTER
S00016938,SUB-00016938,C0007246,SUBSCR-0016938,33794802748,653128490640461,P_BIZ_200,churned,2023-06-27,2025-04-23,CENTER
S00016939,SUB-00016939,C0007247,SUBSCR-0016939,33037979982,355235427864200,P_PLUS_40,active,2023-03-08,,NORTH
S00016940,SUB-00016940,C0007247,SUBSCR-0016940,33985202113,010360339379303,P_PLUS_40,active,2025-12-14,,NORTH
S00016941,SUB-00016941,C0007247,SUBSCR-0016941,33679635159,204589377299642,P_BASIC_10,suspended,2025-08-10,,NORTH
S00016942,SUB-00016942,C0007248,SUBSCR-0016942,33337128464,865050157157489,P_PLUS_40,churned,2025-09-17,2025-12-21,METRO
S00016943,SUB-00016943,C0007249,SUBSCR-0016943,33617142545,989560990685019,P_PLUS_40,suspended,2025-08-15,,WEST
S00016944,SUB-00016944,C9999990,SUBSCR-0016944,33448614064,770071025037787,P_BASIC_10,active,2024-12-13,,NORTH
S00016945,SUB-00016945,C0007251,SUBSCR-0016945,33890450893,707883272614384,P_PREMIUM_120,active,2024-03-11,,EAST
S00016946,SUB-00016946,C0007251,SUBSCR-0016946,33509747259,754670140070231,P_BASIC_10,active,2024-08-21,,EAST
S00016947,SUB-00016947,C0007252,SUBSCR-0016947,33149195341,447962210735954,P_PLUS_40,active,2024-09-23,,EAST
S00016948,SUB-00016948,C0007252,SUBSCR-0016948,33628988585,454998264510029,P_PLUS_40,active,2025-06-04,,EAST
S00016949,SUB-00016949,C0007253,SUBSCR-0016949,33228113871,,P_PLUS_40,churned,2025-11-19,2025-12-07,EAST
S00016950,SUB-00016950,C0007253,SUBSCR-0016950,33559472460,317199530763041,P_PREMIUM_120,active,2025-12-06,,EAST
S00016951,SUB-00016951,C0007254,SUBSCR-0016951,33223152343,550764939144533,P_BASIC_10,active,2025-02-06,,METRO
S00016952,SUB-00016952,C0007255,SUBSCR-0016952,33596152968,664087115528372,P_BASIC_10,active,2025-01-27,,EAST
S00016953,SUB-00016953,C0007256,SUBSCR-0016953,33108930931,491412148721788,P_PREMIUM_120,active,2024-02-20,,SOUTH
S00016954,SUB-00016954,C0007257,SUBSCR-0016954,33485666389,977218608095378,P_PLUS_40,active,2025-11-17,,EAST
S00016955,SUB-00016955,C0007257,SUBSCR-0016955,33202557663,883349741675149,P_BASIC_10,active,2025-09-03,,EAST
S00016956,SUB-00016956,C0007257,SUBSCR-0016956,33550116469,561666445928544,P_PLUS_40,churned,2025-08-17,2025-09-25,EAST
S00016957,SUB-00016957,0007258,SUBSCR-0016957,33744202540,196364183614088,P_BASIC_10,active,2025-07-28,,EAST
S00016958,SUB-00016958,C0007258,SUBSCR-0016958,33308741752,890906839241347,P_PLUS_40,active,2025-08-26,,EAST
S00016959,SUB-00016959,C0007259,SUBSCR-0016959,33188917560,862953648127314,P_BASIC_10,active,2025-09-07,,CENTER
S00016960,SUB-00016960,C0007260,SUBSCR-0016960,33139719261,589356309071586,P_BASIC_10,active,2025-11-27,,SOUTH
S00016961,SUB-00016961,C0007260,SUBSCR-0016961,33799609133,830380740262603,P_PLUS_40,active,2025-01-06,,SOUTH
S00016962,SUB-00016962,C0007261,SUBSCR-0016962,33123971632,118927445567883,P_BASIC_10,suspended,2025-09-19,,NORTH
S00016963,SUB-00016963,C0007262,SUBSCR-0016963,33167809720,337654469822170,P_BASIC_10,active,2023-04-15,,CENTER
S00016964,SUB-00016964,C9999998,SUBSCR-0016964,33446786574,954439404823050,P_PLUS_40,active,2025-09-08,,EAST
S00016965,SUB-00016965,C0007263,SUBSCR-0016965,33537426090,826627239130860,P_BASIC_10,suspended,2025-08-28,,EAST
S00016966,SUB-00016966,C0007264,SUBSCR-0016966,33236214190,961528683042211,P_PLUS_40,active,2025-08-25,,SOUTH
S00016967,SUB-00016967,C0007264,SUBSCR-0016967,33657389570,528274536154063,P_PLUS_40,active,2025-09-13,,SOUTH
S00016968,SUB-00016968,C0007264,SUBSCR-0016968,33145942184,528997688319530,P_PREMIUM_120,active,2025-12-03,,SOUTH
S00016969,SUB-00016969,C0007265,SUBSCR-0016969,33353865763,123969187750527,P_PLUS_40,active,2025-11-19,,WEST
S00016970,SUB-00016970,C0007266,SUBSCR-0016970,33938195291,761050296445792,P_BIZ_200,active,2025-03-06,,NORTH
S00016971,SUB-00016971,C0007266,SUBSCR-0016971,33467884742,806297154669575,P_PREMIUM_120,active,2025-11-25,,NORTH
S00016972,SUB-00016972, C0007266 ,SUBSCR-0016972,33365025132,364936083334117,P_BIZ_200,suspended,2025-08-30,,NORTH
S00016973,SUB-00016973,C0007266,SUBSCR-0016973,33165684547,534349656994763,P_PLUS_40,active,2025-09-23,,NORTH
S00016974,SUB-00016974,C0007267,SUBSCR-0016974,33677425342,537857688029938,P_PREMIUM_120,active,2025-02-02,,WEST
S00016975,SUB-00016975,C0007267,SUBSCR-0016975,33976431802,606259344073182,P_BASIC_10,active,2022-04-30,,WEST
S00016976,SUB-00016976,C0007268,SUBSCR-0016976,33998346047,672572142831668,P_BASIC_10,churned,2025-12-17,2025-12-28,WEST
S00016977,SUB-00016977,C0007268,SUBSCR-0016977,33332181333,,P_PREMIUM_120,active,2025-11-14,,WEST
S00016978,SUB-00016978,C0007269,SUBSCR-0016978,33341615882,957647046252054,P_BIZ_200,active,2024-05-15,,WEST
S00016979,SUB-00016979,C0007269,SUBSCR-0016979,33478747088,219048798852920,P_PLUS_40,active,2025-02-07,,WEST
S00016980,SUB-00016980,C0007269,SUBSCR-0016980,33864063266,550991490762002,P_PLUS_40,active,2023-07-05,,WEST
S00016981,SUB-00016981,C0007269,SUBSCR-0016981,33880056459,269742958447280,P_BIZ_200,active,2024-10-18,,WEST
S00016982,SUB-00016982,C0007270,SUBSCR-0016982,33443195487,754124626150980,P_PLUS_40,churned,2025-10-29,2025-12-14,SOUTH
S00016983,SUB-00016983,C0007270,SUBSCR-0016983,33555713578,484098070550060,P_BASIC_10,active,2025-12-21,,SOUTH
S00016984,SUB-00016984,C0007271,SUBSCR-0016984,33163494564,966968312342294,P_PLUS_40,suspended,2024-08-02,,EAST
S00016985,SUB-00016985,C0007271,SUBSCR-0016985,33115316825,421150592883735,P_BIZ_200,active,2024-08-31,,EAST
S00016986,SUB-00016986,C0007271,SUBSCR-0016986,33893519855,295513483518938,P_PREMIUM_120,active,2024-06-22,,EAST
S00016987,SUB-00016987,C0007272,SUBSCR-0016987,33108889013,758945926943975,P_BASIC_10,active,2025-05-24,,METRO
S00016988,SUB-00016988,C0007272,SUBSCR-0016988,33629786074,987559990262144,P_PLUS_40,active,2023-10-11,,METRO
S00016989,SUB-00016989,C0007272,SUBSCR-0016989,33960871304,666071362932285,P_BASIC_10,active,2024-04-04,,METRO
S00016990,SUB-00016990,C0007273,SUBSCR-0016990,33584720663,235759440270825,P_PLUS_40,active,2024-05-29,,METRO
S00016991,SUB-00016991,c0007273,SUBSCR-0016991,33515083629,112121907909872,P_BASIC_10,active,2023-08-21,,METRO
S00016992,SUB-00016992,C9999999,SUBSCR-0016992,33187428190,046531565385882,P_BASIC_10,active,2024-07-31,,METRO
S00016993,SUB-00016993,C0007274,SUBSCR-0016993,33786738447,979600258671419,P_BIZ_200,active,2024-06-23,,CENTER
S00016994,SUB-00016994,C0007275,SUBSCR-0016994,33555623012,351061408262935,P_PLUS_40,active,2025-05-11,,NORTH
S00016995,SUB-00016995,C0007275,SUBSCR-0016995,33936519660,039776861424509,P_PLUS_40,suspended,2024-11-23,,NORTH
S00016996,SUB-00016996,C0007276,SUBSCR-0016996,33329002452,380494897496889,P_PREMIUM_120,active,2023-07-29,,NORTH
